Board Size,Column Constraints,Row Constraints,Approach,Result,Options,Runtime,Memory,Memory_used,Program,Resumptions,Entailments,Prunings,Backtracks,Constraints
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max-median-up,312,20774336,18721616,9481104,419643,94219,269478,3356,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max-median-down,22766,20774336,18721616,9481104,28679151,5230193,19598083,297430,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max-middle-up,313,20774336,18721616,9481104,419643,94219,269478,3356,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max-middle-down,22781,20774336,18721616,9481104,28679151,5230193,19598083,297430,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ff-step-up,30015,20774336,18721616,9481104,43671977,6952796,27836694,321478,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ff-step-down,16,20774336,18721616,9481104,7324,1496,4804,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ff-enum-up,30016,20774336,18721616,9481104,42870846,7140969,28101165,383982,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ff-enum-down,15,20774336,18721616,9481104,7340,1516,4876,43,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ff-bisect-up,30016,20774336,18721616,9481104,43059293,6910973,27560126,327460,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ff-bisect-down,16,20774336,18721616,9481104,7421,1496,4843,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ff-median-up,30015,20774336,18721616,9481104,37451532,6002144,23874382,277842,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ff-median-down,16,20774336,18721616,9481104,7324,1496,4804,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ff-middle-up,30015,20774336,18721616,9481104,42179644,6737237,26887822,312041,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ff-middle-down,16,20774336,18721616,9481104,7324,1496,4804,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,anti_first_fail-step-up,30016,20774336,18721616,9481104,31437664,8445469,21389668,494497,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,anti_first_fail-step-down,0,20774336,18721616,9481104,2087,333,1487,7,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,anti_first_fail-enum-up,30015,20774336,18721616,9481104,36156269,7753663,27534477,438601,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,anti_first_fail-enum-down,0,20774336,18721616,9481104,2284,369,1658,21,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,anti_first_fail-bisect-up,30016,20774336,18721616,9481104,46281002,2938990,29201322,367329,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,anti_first_fail-bisect-down,30016,20774336,18721616,9481104,28950041,8853483,18920457,199935,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,anti_first_fail-median-up,30015,20774336,18721616,9481104,31466338,8454082,21408923,495069,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,anti_first_fail-median-down,0,20774336,18721616,9481104,2087,333,1487,7,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,anti_first_fail-middle-up,30016,20774336,18721616,9481104,30021693,7990541,20384112,466113,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,anti_first_fail-middle-down,0,20774336,18721616,9481104,2087,333,1487,7,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,occurrence-step-up,30015,20774336,18721616,9481104,38457743,7633122,23197377,261340,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,occurrence-step-down,16,20774336,18721616,9481104,8097,1617,5069,71,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,occurrence-enum-up,30016,20774336,18721616,9481104,37004013,7777725,23366936,338846,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,occurrence-enum-down,0,20774336,18721616,9481104,8277,1678,5310,87,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,occurrence-bisect-up,30015,20774336,18721616,9481104,38121124,7573355,23135549,262005,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,occurrence-bisect-down,16,20774336,18721616,9481104,8047,1571,5058,63,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,occurrence-median-up,30016,20774336,18721616,9481104,37731540,7487157,22777797,256471,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,occurrence-median-down,15,20774336,18721616,9481104,8097,1617,5069,71,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,occurrence-middle-up,30031,20774336,18721616,9481104,37902651,7521039,22874956,257562,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,occurrence-middle-down,16,20774336,18721616,9481104,8097,1617,5069,71,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ffc-step-up,30016,20774336,18721616,9481104,41040005,6765224,26031956,302111,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ffc-step-down,0,20774336,18721616,9481104,7252,1515,4782,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ffc-enum-up,30015,20774336,18721616,9481104,41788544,7162764,27201143,373541,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ffc-enum-down,0,20774336,18721616,9481104,7268,1535,4854,43,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ffc-bisect-up,30016,20774336,18721616,9481104,41304955,6845209,26319882,315797,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ffc-bisect-down,0,20774336,18721616,9481104,7338,1515,4817,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ffc-median-up,30016,20774336,18721616,9481104,41928670,6911984,26599019,308520,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ffc-median-down,0,20774336,18721616,9481104,7252,1515,4782,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,ffc-middle-up,30015,20774336,18721616,9481104,42781548,7050511,27137306,314883,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,ffc-middle-down,16,20774336,18721616,9481104,7252,1515,4782,41,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,max_regret-step-up,30015,20774336,18721616,9481104,35178238,7962499,22473974,346995,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max_regret-step-down,125,20774336,18721616,9481104,136712,24168,89849,1855,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,max_regret-enum-up,30016,20774336,18721616,9481104,34316344,6516410,23382438,432200,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max_regret-enum-down,94,20774336,18721616,9481104,132097,24582,89650,2063,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,max_regret-bisect-up,30015,20774336,18721616,9481104,33881622,6568956,20937587,398276,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max_regret-bisect-down,1563,20774336,18721616,9481104,1754608,403409,1148895,23009,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,max_regret-median-up,30016,20774336,18721616,9481104,34034845,7686556,21695970,338925,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max_regret-median-down,109,20774336,18721616,9481104,136712,24168,89849,1855,196
11,2-8 | ,,cumulative_horizontal_and_vertical,time_out,max_regret-middle-up,30016,20774336,18721616,9481104,34006171,7679904,21676261,338729,196
11,2-8 | ,,cumulative_horizontal_and_vertical,success,max_regret-middle-down,125,20774336,18721616,9481104,136712,24168,89849,1855,196
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-step-up,0,20774336,18725712,9485200,4485,754,2471,11,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-step-down,0,20774336,18731984,9491472,2742,381,1612,6,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-enum-up,16,20774336,18731984,9491472,4426,797,2504,19,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-enum-down,0,20774336,18731984,9491472,2603,381,1585,6,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-bisect-up,15,20774336,18731984,9491472,4798,775,2590,11,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-bisect-down,0,20774336,18731984,9491472,2817,377,1656,2,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-median-up,0,20774336,18731984,9491472,4485,754,2471,11,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-median-down,0,20774336,18731984,9491472,2742,381,1612,6,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-middle-up,0,20774336,18731984,9491472,4485,754,2471,11,373
11,2-8 | ,,cumulative_horizontal_only,success,leftmost-middle-down,0,20774336,18731984,9491472,2742,381,1612,6,373
11,2-8 | ,,cumulative_horizontal_only,success,min-step-up,0,20774336,18731984,9491472,2910,366,1650,2,373
11,2-8 | ,,cumulative_horizontal_only,success,min-step-down,47,20774336,18731984,9491472,35994,9616,21994,243,373
11,2-8 | ,,cumulative_horizontal_only,success,min-enum-up,0,20774336,18731984,9491472,2828,363,1621,1,373
11,2-8 | ,,cumulative_horizontal_only,success,min-enum-down,32,20774336,18731984,9491472,35447,10208,22946,317,373
11,2-8 | ,,cumulative_horizontal_only,success,min-bisect-up,0,20774336,18731984,9491472,3282,361,1741,0,373
11,2-8 | ,,cumulative_horizontal_only,success,min-bisect-down,0,20774336,18731984,9491472,2963,544,1844,5,373
11,2-8 | ,,cumulative_horizontal_only,success,min-median-up,0,20774336,18731984,9491472,2910,366,1650,2,373
11,2-8 | ,,cumulative_horizontal_only,success,min-median-down,31,20774336,18731984,9491472,35994,9616,21994,243,373
11,2-8 | ,,cumulative_horizontal_only,success,min-middle-up,0,20774336,18731984,9491472,2910,366,1650,2,373
11,2-8 | ,,cumulative_horizontal_only,success,min-middle-down,32,20774336,18731984,9491472,35994,9616,21994,243,373
11,2-8 | ,,cumulative_horizontal_only,success,max-step-up,15,20774336,18731984,9491472,8712,1233,4954,53,373
11,2-8 | ,,cumulative_horizontal_only,success,max-step-down,0,20774336,18731984,9491472,2704,411,1718,3,373
11,2-8 | ,,cumulative_horizontal_only,success,max-enum-up,16,20774336,18731984,9491472,8431,1307,5297,66,373
11,2-8 | ,,cumulative_horizontal_only,success,max-enum-down,0,20774336,18731984,9491472,2814,520,1957,5,373
11,2-8 | ,,cumulative_horizontal_only,success,max-bisect-up,4515,20774336,18731984,9491472,6499552,1837812,3602931,38370,373
11,2-8 | ,,cumulative_horizontal_only,success,max-bisect-down,0,20774336,18731984,9491472,3160,418,1840,2,373
11,2-8 | ,,cumulative_horizontal_only,success,max-median-up,0,20774336,18731984,9491472,8712,1233,4954,53,373
11,2-8 | ,,cumulative_horizontal_only,success,max-median-down,0,20774336,18731984,9491472,2704,411,1718,3,373
11,2-8 | ,,cumulative_horizontal_only,success,max-middle-up,16,20774336,18731984,9491472,8712,1233,4954,53,373
11,2-8 | ,,cumulative_horizontal_only,success,max-middle-down,15,20774336,18731984,9491472,2704,411,1718,3,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-step-up,16,20774336,18731984,9491472,14471,2336,9219,71,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-step-down,16,20774336,18731984,9491472,17024,3186,10455,159,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-enum-up,15,20774336,18731984,9491472,15054,2469,10037,141,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-enum-down,16,20774336,18731984,9491472,15384,3210,10353,170,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-bisect-up,16,20774336,18731984,9491472,15053,2307,9419,80,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-bisect-down,0,20774336,18731984,9491472,16336,3103,10320,114,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-median-up,15,20774336,18731984,9491472,14471,2336,9219,71,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-median-down,16,20774336,18731984,9491472,17024,3186,10455,159,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-middle-up,0,20774336,18731984,9491472,14471,2336,9219,71,373
11,2-8 | ,,cumulative_horizontal_only,success,ff-middle-down,15,20774336,18731984,9491472,17024,3186,10455,159,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-step-up,0,20774336,18731984,9491472,2391,366,1497,2,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-step-down,0,20774336,18731984,9491472,2560,397,1641,2,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-enum-up,0,20774336,18731984,9491472,2257,363,1448,1,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-enum-down,0,20774336,18731984,9491472,2443,372,1570,1,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-bisect-up,0,20774336,18731984,9491472,14951,3643,8908,64,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-bisect-down,0,20774336,18731984,9491472,3163,452,1930,7,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-median-up,16,20774336,18731984,9491472,2391,366,1497,2,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-median-down,0,20774336,18731984,9491472,2560,397,1641,2,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-middle-up,0,20774336,18731984,9491472,2391,366,1497,2,373
11,2-8 | ,,cumulative_horizontal_only,success,anti_first_fail-middle-down,0,20774336,18731984,9491472,2560,397,1641,2,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-step-up,0,20774336,18731984,9491472,3597,810,2203,10,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-step-down,0,20774336,18731984,9491472,2324,361,1442,0,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-enum-up,0,20774336,18731984,9491472,3301,734,2124,14,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-enum-down,0,20774336,18731984,9491472,2324,361,1442,0,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-bisect-up,0,20774336,18731984,9491472,3677,716,2220,9,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-bisect-down,0,20774336,18731984,9491472,2509,361,1506,0,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-median-up,0,20774336,18731984,9491472,3597,810,2203,10,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-median-down,0,20774336,18731984,9491472,2324,361,1442,0,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-middle-up,0,20774336,18731984,9491472,3597,810,2203,10,373
11,2-8 | ,,cumulative_horizontal_only,success,occurrence-middle-down,0,20774336,18731984,9491472,2324,361,1442,0,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-step-up,15,20774336,18731984,9491472,11362,1913,6883,52,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-step-down,16,20774336,18731984,9491472,2907,458,1860,9,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-enum-up,16,20774336,18731984,9491472,11865,2104,7531,97,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-enum-down,15,20774336,18731984,9491472,2763,461,1829,10,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-bisect-up,0,20774336,18731984,9491472,11610,1893,6991,55,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-bisect-down,16,20774336,18731984,9491472,3076,453,1910,6,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-median-up,15,20774336,18731984,9491472,11362,1913,6883,52,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-median-down,16,20774336,18731984,9491472,2907,458,1860,9,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-middle-up,16,20774336,18731984,9491472,11362,1913,6883,52,373
11,2-8 | ,,cumulative_horizontal_only,success,ffc-middle-down,0,20774336,18731984,9491472,2907,458,1860,9,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-step-up,0,20774336,18731984,9491472,4275,733,2408,11,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-step-down,31,20774336,18731984,9491472,31953,7764,19752,187,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-enum-up,0,20774336,18731984,9491472,4216,776,2441,19,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-enum-down,31,20774336,18731984,9491472,31119,8033,20167,232,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-bisect-up,15,20774336,18731984,9491472,4631,754,2537,11,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-bisect-down,0,20774336,18731984,9491472,5699,1288,3554,20,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-median-up,0,20774336,18731984,9491472,4275,733,2408,11,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-median-down,32,20774336,18731984,9491472,31953,7764,19752,187,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-middle-up,15,20774336,18731984,9491472,4275,733,2408,11,373
11,2-8 | ,,cumulative_horizontal_only,success,max_regret-middle-down,32,20774336,18731984,9491472,31953,7764,19752,187,373
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-step-up,0,20774336,18731984,9491472,3906,582,2076,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-step-down,0,20774336,18731984,9491472,2402,307,1353,6,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-enum-up,15,20774336,18731984,9491472,3841,620,2103,19,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-enum-down,0,20774336,18731984,9491472,2269,307,1326,6,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-bisect-up,0,20774336,18731984,9491472,4195,599,2190,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-bisect-down,16,20774336,18731984,9491472,2468,303,1397,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-median-up,0,20774336,18731984,9491472,3906,582,2076,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-median-down,0,20774336,18731984,9491472,2402,307,1353,6,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-middle-up,0,20774336,18731984,9491472,3906,582,2076,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,leftmost-middle-down,0,20774336,18731984,9491472,2402,307,1353,6,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-step-up,0,20774336,18731984,9491472,2573,298,1406,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-step-down,15,20774336,18731984,9491472,29941,7581,17819,243,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-enum-up,0,20774336,18731984,9491472,2497,296,1378,1,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-enum-down,16,20774336,18731984,9491472,29298,8061,18550,317,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-bisect-up,0,20774336,18731984,9491472,2929,295,1499,0,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-bisect-down,0,20774336,18731984,9491472,2520,422,1526,5,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-median-up,0,20774336,18731984,9491472,2573,298,1406,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-median-down,16,20774336,18731984,9491472,29941,7581,17819,243,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-middle-up,0,20774336,18731984,9491472,2573,298,1406,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,min-middle-down,15,20774336,18731984,9491472,29941,7581,17819,243,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-step-up,0,20774336,18731984,9491472,7712,985,4278,53,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-step-down,0,20774336,18731984,9491472,2298,324,1428,3,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-enum-up,0,20774336,18731984,9491472,7425,1042,4592,66,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-enum-down,0,20774336,18731984,9491472,2322,400,1599,5,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-bisect-up,2750,20774336,18731984,9491472,5384451,1460160,2932330,38370,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-bisect-down,0,20774336,18731984,9491472,2731,327,1544,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-median-up,0,20774336,18731984,9491472,7712,985,4278,53,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-median-down,16,20774336,18731984,9491472,2298,324,1428,3,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-middle-up,16,20774336,18731984,9491472,7712,985,4278,53,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max-middle-down,0,20774336,18731984,9491472,2298,324,1428,3,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-step-up,15,20774336,18731984,9491472,13033,1958,8442,71,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-step-down,16,20774336,18731984,9491472,15306,2697,9553,159,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-enum-up,15,20774336,18731984,9491472,13522,2046,9190,141,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-enum-down,0,20774336,18731984,9491472,13713,2698,9415,170,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-bisect-up,16,20774336,18731984,9491472,13683,1969,8697,80,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-bisect-down,16,20774336,18731984,9491472,14700,2631,9440,114,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-median-up,15,20774336,18731984,9491472,13033,1958,8442,71,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-median-down,16,20774336,18731984,9491472,15306,2697,9553,159,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-middle-up,0,20774336,18731984,9491472,13033,1958,8442,71,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ff-middle-down,16,20774336,18731984,9491472,15306,2697,9553,159,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-step-up,15,20774336,18731984,9491472,2068,298,1253,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-step-down,0,20774336,18731984,9491472,2177,314,1358,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-enum-up,0,20774336,18731984,9491472,1942,296,1205,1,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-enum-down,0,20774336,18731984,9491472,2103,301,1312,1,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-bisect-up,0,20774336,18731984,9491472,11449,2496,6536,64,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-bisect-down,0,20774336,18731984,9491472,2786,371,1649,7,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-median-up,16,20774336,18731984,9491472,2068,298,1253,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-median-down,15,20774336,18731984,9491472,2177,314,1358,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-middle-up,0,20774336,18731984,9491472,2068,298,1253,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,anti_first_fail-middle-down,0,20774336,18731984,9491472,2177,314,1358,2,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-step-up,0,20774336,18731984,9491472,2981,579,1789,10,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-step-down,0,20774336,18731984,9491472,2017,295,1200,0,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-enum-up,16,20774336,18731984,9491472,2695,519,1705,14,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-enum-down,0,20774336,18731984,9491472,2017,295,1200,0,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-bisect-up,16,20774336,18731984,9491472,3052,502,1802,9,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-bisect-down,0,20774336,18731984,9491472,2184,295,1264,0,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-median-up,0,20774336,18731984,9491472,2981,579,1789,10,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-median-down,0,20774336,18731984,9491472,2017,295,1200,0,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-middle-up,0,20774336,18731984,9491472,2981,579,1789,10,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,occurrence-middle-down,15,20774336,18731984,9491472,2017,295,1200,0,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-step-up,0,20774336,18731984,9491472,10084,1583,6169,52,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-step-down,0,20774336,18731984,9491472,2523,375,1594,9,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-enum-up,16,20774336,18731984,9491472,10518,1735,6747,97,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-enum-down,16,20774336,18731984,9491472,2386,378,1563,10,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-bisect-up,15,20774336,18731984,9491472,10390,1593,6327,55,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-bisect-down,0,20774336,18731984,9491472,2686,371,1645,6,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-median-up,0,20774336,18731984,9491472,10084,1583,6169,52,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-median-down,0,20774336,18731984,9491472,2523,375,1594,9,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-middle-up,16,20774336,18731984,9491472,10084,1583,6169,52,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,ffc-middle-down,0,20774336,18731984,9491472,2523,375,1594,9,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-step-up,0,20774336,18731984,9491472,3704,563,2018,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-step-down,0,20774336,18731984,9491472,26517,6158,15944,187,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-enum-up,0,20774336,18731984,9491472,3639,601,2045,19,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-enum-down,16,20774336,18731984,9491472,25838,6406,16324,232,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-bisect-up,0,20774336,18731984,9491472,4033,580,2142,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-bisect-down,0,20774336,18731984,9491472,4864,1066,2963,20,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-median-up,0,20774336,18731984,9491472,3704,563,2018,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-median-down,16,20774336,18731984,9491472,26517,6158,15944,187,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-middle-up,0,20774336,18731984,9491472,3704,563,2018,11,307
11,2-8 | ,,cumulative_horizontal_only_no_board,success,max_regret-middle-down,15,20774336,18731984,9491472,26517,6158,15944,187,307
11,2-9 | ,,automaton_nxn,success,leftmost-step-up,62,20774336,18677216,9436704,43804,7126,25921,27,3130
11,2-9 | ,,automaton_nxn,success,leftmost-step-down,47,20774336,18678640,9438128,157006,51546,100510,231,3130
11,2-9 | ,,automaton_nxn,success,leftmost-enum-up,31,20774336,18678640,9438128,43804,7126,25921,27,3130
11,2-9 | ,,automaton_nxn,success,leftmost-enum-down,63,20774336,18678640,9438128,157006,51546,100510,231,3130
11,2-9 | ,,automaton_nxn,success,leftmost-bisect-up,31,20774336,18678640,9438128,43804,7126,25921,27,3130
11,2-9 | ,,automaton_nxn,success,leftmost-bisect-down,63,20774336,18678640,9438128,157006,51546,100510,231,3130
11,2-9 | ,,automaton_nxn,success,leftmost-median-up,31,20774336,18678640,9438128,43804,7126,25921,27,3130
