Board Size,Column Constraints,Row Constraints,Approach,Result,Options,Runtime,Memory,Memory_used,Program,Resumptions,Entailments,Prunings,Backtracks,Constraints
11,2-8 | ,,automaton_nxn,success,leftmost-step-up,94,20774336,18641952,9401440,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,leftmost-step-down,47,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,leftmost-enum-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,leftmost-enum-down,79,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,leftmost-bisect-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,leftmost-bisect-down,78,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,leftmost-median-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,leftmost-median-down,47,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,leftmost-middle-up,47,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,leftmost-middle-down,63,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,min-step-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,min-step-down,94,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,min-enum-up,47,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,min-enum-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,min-bisect-up,47,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,min-bisect-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,min-median-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,min-median-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,min-middle-up,78,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,min-middle-down,63,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max-step-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max-step-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max-enum-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max-enum-down,78,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max-bisect-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max-bisect-down,46,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max-median-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max-median-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max-middle-up,47,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max-middle-down,63,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,ff-step-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,ff-step-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,ff-enum-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,ff-enum-down,47,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,ff-bisect-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,ff-bisect-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,ff-median-up,62,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,ff-median-down,78,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,ff-middle-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,ff-middle-down,78,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-step-up,47,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-step-down,63,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-enum-up,46,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-enum-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-bisect-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-bisect-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-median-up,63,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-median-down,62,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-middle-up,47,20774336,18642096,9401584,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,anti_first_fail-middle-down,63,20774336,18642096,9401584,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,time_out,occurrence-step-up,30016,20774336,18650320,9409808,114345338,26991512,76764262,195328,3130
11,2-8 | ,,automaton_nxn,success,occurrence-step-down,3187,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,occurrence-enum-up,30016,20774336,18652368,9411856,113781035,26859260,76386108,194348,3130
11,2-8 | ,,automaton_nxn,success,occurrence-enum-down,2891,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,occurrence-bisect-up,30015,20774336,18652368,9411856,116312859,27456540,78085170,198692,3130
11,2-8 | ,,automaton_nxn,success,occurrence-bisect-down,2860,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,occurrence-median-up,30015,20774336,18652368,9411856,114333952,26989003,76756643,195308,3130
11,2-8 | ,,automaton_nxn,success,occurrence-median-down,3532,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,occurrence-middle-up,30000,20774336,18652368,9411856,115943720,27371009,77839033,198059,3130
11,2-8 | ,,automaton_nxn,success,occurrence-middle-down,3046,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,ffc-step-up,30016,20774336,18652368,9411856,113481229,26785187,76182350,193849,3130
11,2-8 | ,,automaton_nxn,success,ffc-step-down,2906,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,ffc-enum-up,30016,20774336,18652368,9411856,115502374,27264667,77541041,197317,3130
11,2-8 | ,,automaton_nxn,success,ffc-enum-down,2906,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,ffc-bisect-up,30016,20774336,18652368,9411856,97596887,22981162,65524987,166872,3130
11,2-8 | ,,automaton_nxn,success,ffc-bisect-down,3484,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,ffc-median-up,30016,20774336,18652368,9411856,93696155,22084336,62915605,160057,3130
11,2-8 | ,,automaton_nxn,success,ffc-median-down,3422,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,time_out,ffc-middle-up,30000,20774336,18652368,9411856,109217449,25742313,73312480,186785,3130
11,2-8 | ,,automaton_nxn,success,ffc-middle-down,2891,20774336,18652368,9411856,10736991,3267520,7410145,13879,3130
11,2-8 | ,,automaton_nxn,success,max_regret-step-up,62,20774336,18652368,9411856,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max_regret-step-down,78,20774336,18652368,9411856,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max_regret-enum-up,47,20774336,18652368,9411856,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max_regret-enum-down,78,20774336,18652368,9411856,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max_regret-bisect-up,47,20774336,18652368,9411856,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max_regret-bisect-down,62,20774336,18652368,9411856,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max_regret-median-up,46,20774336,18652368,9411856,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max_regret-median-down,78,20774336,18652368,9411856,153284,43287,95708,188,3130
11,2-8 | ,,automaton_nxn,success,max_regret-middle-up,47,20774336,18652368,9411856,137185,33327,84020,167,3130
11,2-8 | ,,automaton_nxn,success,max_regret-middle-down,62,20774336,18652368,9411856,153284,43287,95708,188,3130
11,2-8 | ,,disjoint2_2xn,success,leftmost-step-up,0,20774336,18669200,9428688,966,162,1172,48,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-step-down,0,20774336,18671776,9431264,773,141,841,55,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-enum-up,16,20774336,18671776,9431264,1009,197,1250,93,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-enum-down,0,20774336,18671776,9431264,763,160,881,76,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-bisect-up,0,20774336,18671776,9431264,985,166,1165,47,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-bisect-down,15,20774336,18671776,9431264,722,115,790,44,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-median-up,0,20774336,18671776,9431264,966,162,1172,48,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-median-down,0,20774336,18671776,9431264,773,141,841,55,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-middle-up,0,20774336,18671776,9431264,966,162,1172,48,21
11,2-8 | ,,disjoint2_2xn,success,leftmost-middle-down,0,20774336,18671776,9431264,773,141,841,55,21
11,2-8 | ,,disjoint2_2xn,success,min-step-up,0,20774336,18671776,9431264,330,45,288,16,21
11,2-8 | ,,disjoint2_2xn,success,min-step-down,63,20774336,18671776,9431264,6692,1143,7922,727,21
11,2-8 | ,,disjoint2_2xn,success,min-enum-up,0,20774336,18671776,9431264,409,74,406,50,21
11,2-8 | ,,disjoint2_2xn,success,min-enum-down,47,20774336,18671776,9431264,6737,1499,8496,1110,21
11,2-8 | ,,disjoint2_2xn,success,min-bisect-up,0,20774336,18671776,9431264,438,53,387,26,21
11,2-8 | ,,disjoint2_2xn,success,min-bisect-down,31,20774336,18671776,9431264,6662,1106,6361,803,21
11,2-8 | ,,disjoint2_2xn,success,min-median-up,0,20774336,18671776,9431264,330,45,288,16,21
11,2-8 | ,,disjoint2_2xn,success,min-median-down,62,20774336,18671776,9431264,6692,1143,7922,727,21
11,2-8 | ,,disjoint2_2xn,success,min-middle-up,16,20774336,18671776,9431264,330,45,288,16,21
11,2-8 | ,,disjoint2_2xn,success,min-middle-down,47,20774336,18671776,9431264,6692,1143,7922,727,21
11,2-8 | ,,disjoint2_2xn,success,max-step-up,16,20774336,18671776,9431264,2918,553,3406,267,21
11,2-8 | ,,disjoint2_2xn,success,max-step-down,0,20774336,18671776,9431264,652,131,594,36,21
11,2-8 | ,,disjoint2_2xn,success,max-enum-up,15,20774336,18671776,9431264,3318,782,4181,440,21
11,2-8 | ,,disjoint2_2xn,success,max-enum-down,16,20774336,18671776,9431264,1340,382,1446,170,21
11,2-8 | ,,disjoint2_2xn,success,max-bisect-up,797,20774336,18671776,9431264,171501,21036,151817,15259,21
11,2-8 | ,,disjoint2_2xn,success,max-bisect-down,15,20774336,18671776,9431264,973,197,872,59,21
11,2-8 | ,,disjoint2_2xn,success,max-median-up,16,20774336,18671776,9431264,2918,553,3406,267,21
11,2-8 | ,,disjoint2_2xn,success,max-median-down,16,20774336,18671776,9431264,652,131,594,36,21
11,2-8 | ,,disjoint2_2xn,success,max-middle-up,15,20774336,18671776,9431264,2918,553,3406,267,21
11,2-8 | ,,disjoint2_2xn,success,max-middle-down,16,20774336,18671776,9431264,652,131,594,36,21
11,2-8 | ,,disjoint2_2xn,success,ff-step-up,0,20774336,18671776,9431264,736,134,802,42,21
11,2-8 | ,,disjoint2_2xn,success,ff-step-down,0,20774336,18671776,9431264,696,121,741,52,21
11,2-8 | ,,disjoint2_2xn,success,ff-enum-up,0,20774336,18671776,9431264,732,141,811,56,21
11,2-8 | ,,disjoint2_2xn,success,ff-enum-down,0,20774336,18671776,9431264,686,145,780,66,21
11,2-8 | ,,disjoint2_2xn,success,ff-bisect-up,0,20774336,18671776,9431264,749,128,804,39,21
11,2-8 | ,,disjoint2_2xn,success,ff-bisect-down,0,20774336,18671776,9431264,668,107,727,42,21
11,2-8 | ,,disjoint2_2xn,success,ff-median-up,0,20774336,18671776,9431264,736,134,802,42,21
11,2-8 | ,,disjoint2_2xn,success,ff-median-down,0,20774336,18671776,9431264,696,121,741,52,21
11,2-8 | ,,disjoint2_2xn,success,ff-middle-up,15,20774336,18671776,9431264,736,134,802,42,21
11,2-8 | ,,disjoint2_2xn,success,ff-middle-down,0,20774336,18671776,9431264,696,121,741,52,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-step-up,0,20774336,18671776,9431264,685,92,710,77,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-step-down,0,20774336,18671776,9431264,793,173,726,68,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-enum-up,0,20774336,18671776,9431264,472,98,547,102,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-enum-down,16,20774336,18671776,9431264,988,235,1135,126,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-bisect-up,10141,20774336,18671776,9431264,1102224,256036,1000486,99522,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-bisect-down,312,20774336,18671776,9431264,31677,6260,31426,3361,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-median-up,0,20774336,18671776,9431264,685,92,710,77,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-median-down,16,20774336,18671776,9431264,793,173,726,68,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-middle-up,0,20774336,18671776,9431264,685,92,710,77,21
11,2-8 | ,,disjoint2_2xn,success,anti_first_fail-middle-down,0,20774336,18671776,9431264,793,173,726,68,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-step-up,0,20774336,18671776,9431264,966,162,1172,48,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-step-down,0,20774336,18671776,9431264,773,141,841,55,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-enum-up,0,20774336,18671776,9431264,1009,197,1250,93,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-enum-down,0,20774336,18671776,9431264,763,160,881,76,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-bisect-up,0,20774336,18671776,9431264,985,166,1165,47,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-bisect-down,0,20774336,18671776,9431264,722,115,790,44,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-median-up,0,20774336,18671776,9431264,966,162,1172,48,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-median-down,0,20774336,18671776,9431264,773,141,841,55,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-middle-up,0,20774336,18671776,9431264,966,162,1172,48,21
11,2-8 | ,,disjoint2_2xn,success,occurrence-middle-down,0,20774336,18671776,9431264,773,141,841,55,21
11,2-8 | ,,disjoint2_2xn,success,ffc-step-up,0,20774336,18671776,9431264,736,134,802,42,21
11,2-8 | ,,disjoint2_2xn,success,ffc-step-down,0,20774336,18671776,9431264,696,121,741,52,21
11,2-8 | ,,disjoint2_2xn,success,ffc-enum-up,0,20774336,18671776,9431264,732,141,811,56,21
11,2-8 | ,,disjoint2_2xn,success,ffc-enum-down,0,20774336,18671776,9431264,686,145,780,66,21
11,2-8 | ,,disjoint2_2xn,success,ffc-bisect-up,0,20774336,18671776,9431264,749,128,804,39,21
11,2-8 | ,,disjoint2_2xn,success,ffc-bisect-down,0,20774336,18671776,9431264,668,107,727,42,21
11,2-8 | ,,disjoint2_2xn,success,ffc-median-up,0,20774336,18671776,9431264,736,134,802,42,21
11,2-8 | ,,disjoint2_2xn,success,ffc-median-down,0,20774336,18671776,9431264,696,121,741,52,21
11,2-8 | ,,disjoint2_2xn,success,ffc-middle-up,0,20774336,18671776,9431264,736,134,802,42,21
11,2-8 | ,,disjoint2_2xn,success,ffc-middle-down,0,20774336,18671776,9431264,696,121,741,52,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-step-up,15,20774336,18671776,9431264,1181,191,1360,94,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-step-down,0,20774336,18671776,9431264,710,133,736,51,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-enum-up,0,20774336,18671776,9431264,976,214,1235,105,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-enum-down,0,20774336,18671776,9431264,687,155,751,74,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-bisect-up,0,20774336,18671776,9431264,1078,163,1223,72,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-bisect-down,16,20774336,18671776,9431264,645,106,697,39,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-median-up,0,20774336,18671776,9431264,1181,191,1360,94,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-median-down,0,20774336,18671776,9431264,710,133,736,51,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-middle-up,0,20774336,18671776,9431264,1181,191,1360,94,21
11,2-8 | ,,disjoint2_2xn,success,max_regret-middle-down,0,20774336,18671776,9431264,710,133,736,51,21
11,2-8 | ,,disjoint2_nxn,success,leftmost-step-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-step-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-enum-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-enum-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-bisect-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-bisect-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-median-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-median-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-middle-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,leftmost-middle-down,79,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,min-step-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,min-step-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,min-enum-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,min-enum-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,min-bisect-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,min-bisect-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,min-median-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,min-median-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,min-middle-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,min-middle-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max-step-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max-step-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max-enum-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max-enum-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max-bisect-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max-bisect-down,94,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max-median-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max-median-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max-middle-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max-middle-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,ff-step-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,ff-step-down,79,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,ff-enum-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,ff-enum-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,ff-bisect-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,ff-bisect-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,ff-median-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,ff-median-down,79,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,ff-middle-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,ff-middle-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-step-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-step-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-enum-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-enum-down,79,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-bisect-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-bisect-down,94,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-median-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-median-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-middle-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,anti_first_fail-middle-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,occurrence-step-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,occurrence-step-down,30016,20774336,18671776,9431264,11943543,3522707,14385653,848524,73
11,2-8 | ,,disjoint2_nxn,success,occurrence-enum-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,occurrence-enum-down,30016,20774336,18671776,9431264,12130774,3579637,14616889,862649,73
11,2-8 | ,,disjoint2_nxn,success,occurrence-bisect-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,occurrence-bisect-down,30015,20774336,18671776,9431264,11741118,3460972,14138679,833475,73
11,2-8 | ,,disjoint2_nxn,success,occurrence-median-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,occurrence-median-down,30016,20774336,18671776,9431264,12101792,3570797,14581196,860496,73
11,2-8 | ,,disjoint2_nxn,success,occurrence-middle-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,occurrence-middle-down,30016,20774336,18671776,9431264,12098231,3569704,14576820,860215,73
11,2-8 | ,,disjoint2_nxn,success,ffc-step-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,ffc-step-down,30015,20774336,18671776,9431264,12092298,3567851,14569614,859757,73
11,2-8 | ,,disjoint2_nxn,success,ffc-enum-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,ffc-enum-down,30016,20774336,18671776,9431264,12063443,3559206,14533823,857658,73
11,2-8 | ,,disjoint2_nxn,success,ffc-bisect-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,ffc-bisect-down,30015,20774336,18671776,9431264,12077274,3563261,14551170,858642,73
11,2-8 | ,,disjoint2_nxn,success,ffc-median-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,ffc-median-down,30016,20774336,18671776,9431264,12099657,3570123,14578562,860325,73
11,2-8 | ,,disjoint2_nxn,success,ffc-middle-up,0,20774336,18671776,9431264,1923,552,2140,102,73
11,2-8 | ,,disjoint2_nxn,time_out,ffc-middle-down,30016,20774336,18671776,9431264,12196614,3599566,14698299,867597,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-step-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-step-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-enum-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-enum-down,79,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-bisect-up,15,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-bisect-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-median-up,0,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-median-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-middle-up,16,20774336,18671776,9431264,3364,1089,4067,225,73
11,2-8 | ,,disjoint2_nxn,success,max_regret-middle-down,78,20774336,18671776,9431264,42301,14724,53004,3678,73
